InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,DayOfWeek,PriceDiff,PriceDiffNote,InvoiceMonth
563555,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-08-17 13:21:00,2.08,16755,United Kingdom,4.16,Wednesday,0.0,,2011-08-01
564526,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-08-25 14:50:00,1.65,15805,United Kingdom,16.5,Thursday,0.0,,2011-08-01
581473,21944,KITTENS DESIGN FLANNEL,3,2011-12-08 19:57:00,0.39,12748,United Kingdom,1.17,Thursday,,First entry,2011-12-01
543602,22085,PAPER CHAIN KIT SKULLS ,1,2011-02-10 13:34:00,2.95,15570,United Kingdom,2.95,Thursday,,First entry,2011-02-01
544191,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-16 16:57:00,0.85,13089,United Kingdom,10.2,Wednesday,0.0,,2011-02-01
556102,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-06-08 16:15:00,0.85,13115,United Kingdom,10.2,Wednesday,0.0,,2011-06-01
544476,22223,CAKE PLATE LOVEBIRD PINK,1,2011-02-21 09:58:00,4.95,14796,United Kingdom,4.95,Monday,0.0,,2011-02-01
568066,23313,VINTAGE CHRISTMAS BUNTING,1,2011-09-23 13:48:00,4.95,14529,United Kingdom,4.95,Friday,,First entry,2011-09-01
576274,22568,FELTCRAFT CUSHION OWL,2,2011-11-14 14:24:00,3.75,17793,United Kingdom,7.5,Monday,0.0,,2011-11-01
566275,23241,TREASURE TIN GYMKHANA DESIGN,5,2011-09-11 13:58:00,2.08,16549,United Kingdom,10.4,Sunday,0.0,,2011-09-01
575725,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-11-10 18:46:00,1.65,13098,United Kingdom,33.0,Thursday,0.0,,2011-11-01
546851,21577,SAVE THE PLANET COTTON TOTE BAG,6,2011-03-17 13:23:00,2.25,12480,Germany,13.5,Thursday,,First entry,2011-03-01
555499,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-06-03 15:31:00,2.95,15812,United Kingdom,5.9,Friday,0.0,,2011-06-01
547580,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-24 10:48:00,3.95,13488,United Kingdom,15.8,Thursday,0.0,,2011-03-01
556671,22254,FELT TOADSTOOL LARGE,4,2011-06-13 16:33:00,1.25,17841,United Kingdom,5.0,Monday,0.0,,2011-06-01
555855,15056N,EDWARDIAN PARASOL NATURAL,4,2011-06-07 13:56:00,5.95,15311,United Kingdom,23.8,Tuesday,0.0,,2011-06-01
572720,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-25 15:04:00,0.95,13978,United Kingdom,0.95,Tuesday,0.0,,2011-10-01
577505,22804,PINK HANGING HEART T-LIGHT HOLDER,2,2011-11-20 12:37:00,2.95,13118,United Kingdom,5.9,Sunday,0.0,,2011-11-01
557322,16156L,WRAP CAROUSEL,25,2011-06-20 09:04:00,0.42,17444,Canada,10.5,Monday,,First entry,2011-06-01
560878,85227,SET OF 6 3D KIT CARDS FOR KIDS,4,2011-07-21 15:16:00,0.85,14410,United Kingdom,3.4,Thursday,0.0,,2011-07-01
547517,20719,WOODLAND CHARLOTTE BAG,10,2011-03-23 14:33:00,0.85,12395,Belgium,8.5,Wednesday,0.0,,2011-03-01
540357,22334,DINOSAUR PARTY BAG + STICKER SET,8,2011-01-06 15:14:00,1.65,13093,United Kingdom,13.2,Thursday,,First entry,2011-01-01
546679,23002,TRAVEL CARD WALLET SKULLS,6,2011-03-15 16:47:00,0.42,13121,United Kingdom,2.52,Tuesday,,First entry,2011-03-01
561485,22419,LIPSTICK PEN RED,1,2011-07-27 13:42:00,0.42,17841,United Kingdom,0.42,Wednesday,,First entry,2011-07-01
574481,23394,POSTE FRANCE CUSHION COVER,2,2011-11-04 12:45:00,3.75,18022,United Kingdom,7.5,Friday,0.0,,2011-11-01
539469,22710,WRAP I LOVE LONDON ,25,2010-12-19 13:59:00,0.42,17841,United Kingdom,10.5,Sunday,,First entry,2010-12-01
580760,20723,STRAWBERRY CHARLOTTE BAG,10,2011-12-06 10:30:00,0.85,12877,United Kingdom,8.5,Tuesday,0.0,,2011-12-01
580903,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1,2011-12-06 12:56:00,1.95,14606,United Kingdom,1.95,Tuesday,,First entry,2011-12-01
566912,23132,SMALL IVORY HEART WALL ORGANISER,3,2011-09-15 14:05:00,5.75,14367,United Kingdom,17.25,Thursday,0.0,,2011-09-01
581006,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-12-07 08:45:00,2.08,14911,EIRE,20.8,Wednesday,0.0,,2011-12-01
552472,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-05-09 15:48:00,4.95,16503,United Kingdom,14.850000000000001,Monday,0.0,,2011-05-01
560642,20829,GLITTER HANGING BUTTERFLY STRING,21,2011-07-20 11:07:00,2.1,17866,United Kingdom,44.1,Wednesday,,First entry,2011-07-01
556193,21062,PARTY INVITES SPACEMAN,12,2011-06-09 12:04:00,0.85,14132,United Kingdom,10.2,Thursday,,First entry,2011-06-01
548659,23003,TRAVEL CARD WALLET VINTAGE ROSE ,24,2011-04-01 14:19:00,0.42,13418,United Kingdom,10.08,Friday,,First entry,2011-04-01
567485,23301,GARDENERS KNEELING PAD KEEP CALM ,5,2011-09-20 13:52:00,1.65,15026,United Kingdom,8.25,Tuesday,0.0,,2011-09-01
579168,22419,LIPSTICK PEN RED,20,2011-11-28 14:12:00,0.42,17806,United Kingdom,8.4,Monday,0.0,,2011-11-01
568708,23391, I LOVE LONDON MINI BACKPACK,4,2011-09-28 15:41:00,4.15,12393,Australia,16.6,Wednesday,,First entry,2011-09-01
568314,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,2011-09-26 12:58:00,2.95,14387,United Kingdom,11.8,Monday,0.0,,2011-09-01
572297,23455,SMALL PARLOUR PICTURE FRAME,4,2011-10-23 14:30:00,2.89,15953,United Kingdom,11.56,Sunday,,First entry,2011-10-01
537626,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2010-12-07 14:57:00,4.25,12347,Iceland,25.5,Tuesday,,First entry,2010-12-01
540515,22117,METAL SIGN HER DINNER IS SERVED ,2,2011-01-09 11:54:00,2.95,15059,United Kingdom,5.9,Sunday,0.0,,2011-01-01
570646,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-10-11 12:49:00,2.95,12824,United Kingdom,17.700000000000003,Tuesday,0.0,,2011-10-01
573094,23187,FRENCH STYLE STORAGE JAR BONBONS,1,2011-10-27 14:39:00,0.29,15707,United Kingdom,0.29,Thursday,0.0,,2011-10-01
542791,21755,LOVE BUILDING BLOCK WORD,2,2011-02-01 10:47:00,5.95,15039,United Kingdom,11.9,Tuesday,0.0,,2011-02-01
547892,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-03-28 10:15:00,1.25,12669,France,15.0,Monday,0.0,,2011-03-01
574532,22621,TRADITIONAL KNITTING NANCY,12,2011-11-04 14:19:00,1.65,15676,United Kingdom,19.799999999999997,Friday,0.0,,2011-11-01
563953,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,2011-08-22 10:47:00,0.85,16201,United Kingdom,8.5,Monday,0.0,,2011-08-01
580523,22151,PLACE SETTING WHITE HEART,3,2011-12-04 15:00:00,0.42,17827,United Kingdom,1.26,Sunday,0.0,,2011-12-01
547243,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-03-21 16:59:00,0.83,17231,United Kingdom,1.66,Monday,,First entry,2011-03-01
544161,21755,LOVE BUILDING BLOCK WORD,3,2011-02-16 12:59:00,5.95,16875,United Kingdom,17.85,Wednesday,0.0,,2011-02-01
574721,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,2011-11-06 14:43:00,0.79,17920,United Kingdom,0.79,Sunday,0.0,,2011-11-01
553691,47580,TEA TIME DES TEA COSY,2,2011-05-18 14:08:00,2.55,15311,United Kingdom,5.1,Wednesday,,First entry,2011-05-01
571441,20723,STRAWBERRY CHARLOTTE BAG,1,2011-10-17 13:31:00,1.63,14096,United Kingdom,1.63,Monday,0.7799999999999999,,2011-10-01
541268,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-17 10:52:00,1.45,12872,United Kingdom,17.4,Monday,0.0,,2011-01-01
574677,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,2011-11-06 12:32:00,0.83,16445,United Kingdom,1.66,Sunday,0.0,,2011-11-01
548896,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-04-04 16:21:00,2.95,13767,United Kingdom,17.700000000000003,Monday,,First entry,2011-04-01
544293,22383,LUNCH BAG SUKI  DESIGN ,2,2011-02-17 12:42:00,1.65,17954,United Kingdom,3.3,Thursday,,First entry,2011-02-01
563023,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-08-11 13:39:00,2.95,14639,United Kingdom,17.700000000000003,Thursday,0.0,,2011-08-01
560694,20725,LUNCH BAG RED RETROSPOT,10,2011-07-20 12:05:00,1.65,12757,Portugal,16.5,Wednesday,0.0,,2011-07-01
577536,22600,CHRISTMAS RETROSPOT STAR WOOD,2,2011-11-20 14:14:00,0.85,15850,United Kingdom,1.7,Sunday,,First entry,2011-11-01
562854,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,2011-08-10 10:15:00,0.83,16133,United Kingdom,13.28,Wednesday,,First entry,2011-08-01
554700,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-05-26 09:18:00,4.95,12613,Germany,14.850000000000001,Thursday,0.0,,2011-05-01
574149,84581,DOG TOY WITH PINK CROCHET SKIRT,4,2011-11-03 11:29:00,3.75,13709,United Kingdom,15.0,Thursday,0.0,,2011-11-01
563230,23163,REGENCY SUGAR TONGS,4,2011-08-14 15:39:00,2.49,15376,United Kingdom,9.96,Sunday,,First entry,2011-08-01
561073,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,12,2011-07-24 15:46:00,2.95,13408,United Kingdom,35.400000000000006,Sunday,,First entry,2011-07-01
574479,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-04 12:39:00,1.25,18035,United Kingdom,1.25,Friday,0.0,,2011-11-01
572096,22115,METAL SIGN EMPIRE TEA,3,2011-10-20 15:20:00,0.79,16813,United Kingdom,2.37,Thursday,,First entry,2011-10-01
559202,84596L,BISCUITS SMALL BOWL LIGHT BLUE,16,2011-07-07 10:40:00,0.42,13583,United Kingdom,6.72,Thursday,,First entry,2011-07-01
573904,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-01 14:54:00,1.65,14505,United Kingdom,3.3,Tuesday,,First entry,2011-11-01
569326,22629,SPACEBOY LUNCH BOX ,12,2011-10-03 12:47:00,1.95,14360,United Kingdom,23.4,Monday,0.0,,2011-10-01
573332,84971S,SMALL HEART FLOWERS HOOK ,4,2011-10-30 11:28:00,0.85,15059,United Kingdom,3.4,Sunday,0.0,,2011-10-01
575337,23439,HAND WARMER RED LOVE HEART,2,2011-11-09 14:11:00,2.1,17867,United Kingdom,4.2,Wednesday,0.0,,2011-11-01
543191,22549,PICTURE DOMINOES,3,2011-02-04 11:54:00,1.45,13137,United Kingdom,4.35,Friday,,First entry,2011-02-01
561314,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-07-26 12:36:00,1.25,16266,United Kingdom,15.0,Tuesday,0.0,,2011-07-01
537775,21830,ASSORTED CREEPY CRAWLIES,24,2010-12-08 12:41:00,0.42,17722,United Kingdom,10.08,Wednesday,,First entry,2010-12-01
559552,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-07-10 16:29:00,1.95,16014,United Kingdom,1.95,Sunday,0.0,,2011-07-01
560885,22553,PLASTERS IN TIN SKULLS,24,2011-07-21 16:20:00,1.65,16188,United Kingdom,39.599999999999994,Thursday,0.0,,2011-07-01
581352,22481,BLACK TEA TOWEL CLASSIC DESIGN,2,2011-12-08 12:26:00,0.39,14698,United Kingdom,0.78,Thursday,-0.86,,2011-12-01
580136,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-12-01 19:42:00,2.95,17841,United Kingdom,2.95,Thursday,0.0,,2011-12-01
544914,20728,LUNCH BAG CARS BLUE,10,2011-02-24 15:39:00,1.65,16722,United Kingdom,16.5,Thursday,,First entry,2011-02-01
569894,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-10-06 15:53:00,0.55,15707,United Kingdom,0.55,Thursday,0.0,,2011-10-01
576083,23231,WRAP  VINTAGE DOILY ,25,2011-11-14 08:22:00,0.42,17404,Sweden,10.5,Monday,0.0,,2011-11-01
578687,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-25 09:23:00,1.95,14703,United Kingdom,19.5,Friday,0.0,,2011-11-01
545838,51014C,"FEATHER PEN,COAL BLACK",1,2011-03-07 13:33:00,0.85,14606,United Kingdom,0.85,Monday,,First entry,2011-03-01
562853,16161P,WRAP ENGLISH ROSE ,25,2011-08-10 10:15:00,0.42,13919,Denmark,10.5,Wednesday,0.0,,2011-08-01
544313,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-02-17 14:36:00,0.42,14099,United Kingdom,10.08,Thursday,,First entry,2011-02-01
543251,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-02-04 14:51:00,1.25,14194,United Kingdom,15.0,Friday,0.0,,2011-02-01
553507,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,2011-05-17 13:35:00,1.25,17220,United Kingdom,2.5,Tuesday,0.0,,2011-05-01
562603,22993,SET OF 4 PANTRY JELLY MOULDS,6,2011-08-08 10:40:00,1.25,17870,United Kingdom,7.5,Monday,0.0,,2011-08-01
561398,23550,WRAP ALPHABET POSTER  ,25,2011-07-27 10:52:00,0.42,16767,United Kingdom,10.5,Wednesday,,First entry,2011-07-01
545301,22433,WATERING CAN GREEN DINOSAUR,8,2011-03-01 12:26:00,1.95,12679,France,15.6,Tuesday,,First entry,2011-03-01
540642,22977,DOLLY GIRL CHILDRENS EGG CUP,24,2011-01-10 13:22:00,1.25,12681,France,30.0,Monday,,First entry,2011-01-01
574354,23352,ROLL WRAP 50'S RED CHRISTMAS ,2,2011-11-04 10:47:00,1.25,17203,United Kingdom,2.5,Friday,,First entry,2011-11-01
545181,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-02-28 14:45:00,0.85,12509,France,8.5,Monday,,First entry,2011-02-01
552055,22981,PANTRY APPLE CORER,12,2011-05-06 10:32:00,1.45,16353,United Kingdom,17.4,Friday,,First entry,2011-05-01
562377,23167,SMALL CERAMIC TOP STORAGE JAR ,8,2011-08-04 15:04:00,0.83,14535,United Kingdom,6.64,Thursday,,First entry,2011-08-01
570642,22047,EMPIRE GIFT WRAP,25,2011-10-11 12:41:00,0.42,15024,United Kingdom,10.5,Tuesday,0.0,,2011-10-01
574170,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-11-03 11:43:00,0.95,16221,United Kingdom,1.9,Thursday,0.0,,2011-11-01
570521,22123,PING MICROWAVE APRON,12,2011-10-11 10:43:00,1.95,12371,Switzerland,23.4,Tuesday,,First entry,2011-10-01
568061,22464,HANGING METAL HEART LANTERN,1,2011-09-23 13:12:00,1.65,16910,United Kingdom,1.65,Friday,0.0,,2011-09-01
543759,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-02-11 15:12:00,0.85,12921,United Kingdom,10.2,Friday,,First entry,2011-02-01
576927,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-11-17 11:02:00,0.39,12567,France,4.68,Thursday,,First entry,2011-11-01
559535,23206,LUNCH BAG APPLE DESIGN,3,2011-07-10 12:16:00,1.65,17841,United Kingdom,4.949999999999999,Sunday,0.0,,2011-07-01
544664,21877,HOME SWEET HOME MUG,12,2011-02-22 14:55:00,1.25,16045,United Kingdom,15.0,Tuesday,,First entry,2011-02-01
542806,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2011-02-01 11:20:00,4.95,12836,United Kingdom,19.8,Tuesday,0.0,,2011-02-01
576865,22262,FELT EGG COSY CHICKEN,4,2011-11-16 16:08:00,0.85,12748,United Kingdom,3.4,Wednesday,,First entry,2011-11-01
558873,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,2011-07-04 13:28:00,1.45,15290,United Kingdom,34.8,Monday,0.0,,2011-07-01
540568,20679,EDWARDIAN PARASOL RED,1,2011-01-10 11:22:00,5.95,15039,United Kingdom,5.95,Monday,,First entry,2011-01-01
579301,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,2011-11-29 11:32:00,0.65,18118,United Kingdom,0.65,Tuesday,0.0,,2011-11-01
579393,23581,JUMBO BAG PAISLEY PARK,10,2011-11-29 12:07:00,2.08,12627,Germany,20.8,Tuesday,0.0,,2011-11-01
576064,22544,MINI JIGSAW SPACEBOY,5,2011-11-13 15:37:00,0.42,12508,France,2.1,Sunday,0.0,,2011-11-01
539475,21352,EUCALYPTUS & PINECONE  WREATH,1,2010-12-19 14:41:00,6.75,16686,United Kingdom,6.75,Sunday,,First entry,2010-12-01
542107,21704,BAG 250g SWIRLY MARBLES,1,2011-01-25 13:38:00,0.85,16222,United Kingdom,0.85,Tuesday,,First entry,2011-01-01
573150,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-10-27 20:07:00,1.45,15014,United Kingdom,1.45,Thursday,0.0,,2011-10-01
536620,21722,SWEET PUDDING STICKER SHEET,12,2010-12-02 10:27:00,0.85,14135,United Kingdom,10.2,Thursday,,First entry,2010-12-01
560895,23227,FILIGREE HEART BUTTERFLY WHITE ,24,2011-07-21 17:12:00,1.25,13089,United Kingdom,30.0,Thursday,,First entry,2011-07-01
568510,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,20,2011-09-27 12:26:00,0.29,13555,United Kingdom,5.8,Tuesday,,First entry,2011-09-01
569491,20725,LUNCH BAG RED RETROSPOT,2,2011-10-04 13:25:00,1.65,14056,United Kingdom,3.3,Tuesday,0.0,,2011-10-01
538917,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2010-12-15 10:57:00,1.49,17449,United Kingdom,1.49,Wednesday,,First entry,2010-12-01
559510,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,2011-07-08 15:29:00,0.85,14961,United Kingdom,8.5,Friday,0.0,,2011-07-01
556189,21931,JUMBO STORAGE BAG SUKI,20,2011-06-09 11:57:00,2.08,15615,United Kingdom,41.6,Thursday,0.0,,2011-06-01
538634,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2010-12-13 13:28:00,1.65,14085,United Kingdom,16.5,Monday,,First entry,2010-12-01
571408,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-10-17 12:22:00,2.1,15012,United Kingdom,2.1,Monday,0.0,,2011-10-01
572221,23164,REGENCY CAKE SLICE,4,2011-10-21 13:27:00,4.95,17086,United Kingdom,19.8,Friday,0.0,,2011-10-01
572880,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-26 13:35:00,5.95,16415,United Kingdom,5.95,Wednesday,0.0,,2011-10-01
567170,21824,PAINTED METAL STAR WITH HOLLY BELLS,1,2011-09-18 12:40:00,1.45,13566,United Kingdom,1.45,Sunday,,First entry,2011-09-01
568066,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-09-23 13:48:00,1.95,14529,United Kingdom,1.95,Friday,,First entry,2011-09-01
570602,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-10-11 12:17:00,1.69,14141,United Kingdom,20.28,Tuesday,0.0,,2011-10-01
577742,20674,GREEN POLKADOT BOWL,1,2011-11-21 13:41:00,1.25,13755,United Kingdom,1.25,Monday,0.0,,2011-11-01
566561,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-09-13 12:13:00,1.45,18145,United Kingdom,17.4,Tuesday,0.0,,2011-09-01
563939,84754,S/15 SILVER GLASS BAUBLES IN BAG,12,2011-08-22 09:28:00,1.25,14959,United Kingdom,15.0,Monday,,First entry,2011-08-01
540554,21754,HOME BUILDING BLOCK WORD,3,2011-01-10 09:55:00,5.95,18171,United Kingdom,17.85,Monday,0.5,,2011-01-01
538015,21745,GAOLERS KEYS DECORATIVE GARDEN ,3,2010-12-09 12:49:00,3.75,13240,United Kingdom,11.25,Thursday,,First entry,2010-12-01
552469,22383,LUNCH BAG SUKI  DESIGN ,3,2011-05-09 15:34:00,1.65,12867,United Kingdom,4.949999999999999,Monday,0.0,,2011-05-01
553035,22363,GLASS JAR MARMALADE ,1,2011-05-12 20:13:00,2.95,17337,United Kingdom,2.95,Thursday,,First entry,2011-05-01
561502,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-07-27 14:14:00,1.25,14305,United Kingdom,15.0,Wednesday,0.0,,2011-07-01
578846,22630,DOLLY GIRL LUNCH BOX,2,2011-11-25 17:27:00,1.95,17757,United Kingdom,3.9,Friday,0.0,,2011-11-01
542595,35920,FOUR RABBIT EASTER DECORATIONS,2,2011-01-30 10:19:00,1.25,14040,United Kingdom,2.5,Sunday,,First entry,2011-01-01
540604,85180B,PINK HEARTS LIGHT CHAIN ,3,2011-01-10 11:38:00,4.65,15326,United Kingdom,13.950000000000001,Monday,,First entry,2011-01-01
553235,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-05-16 11:13:00,1.25,13018,United Kingdom,15.0,Monday,0.0,,2011-05-01
556671,20997,ROSE DU SUD CUSHION COVER ,1,2011-06-13 16:33:00,4.95,17841,United Kingdom,4.95,Monday,,First entry,2011-06-01
578068,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-22 15:45:00,1.65,14505,United Kingdom,3.3,Tuesday,0.0,,2011-11-01
564066,85177,BASKET OF FLOWERS SEWING KIT,12,2011-08-22 15:05:00,0.85,17703,United Kingdom,10.2,Monday,,First entry,2011-08-01
566057,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-09-08 15:16:00,0.55,17997,United Kingdom,1.6500000000000001,Thursday,0.0,,2011-09-01
559330,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,2011-07-07 15:44:00,2.55,17696,United Kingdom,15.299999999999999,Thursday,,First entry,2011-07-01
562046,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2011-08-02 10:34:00,2.95,12378,Switzerland,17.700000000000003,Tuesday,,First entry,2011-08-01
570717,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-12 10:35:00,1.25,17173,United Kingdom,15.0,Wednesday,0.0,,2011-10-01
576615,23423,PANTRY 3 HOOK ROLLING PIN HANGER,1,2011-11-15 16:42:00,3.75,17231,United Kingdom,3.75,Tuesday,,First entry,2011-11-01
558636,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-06-30 19:58:00,0.85,14702,United Kingdom,1.7,Thursday,0.0,,2011-06-01
545530,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-03-03 13:45:00,3.75,17416,United Kingdom,30.0,Thursday,0.0,,2011-03-01
562807,23236,STORAGE TIN VINTAGE DOILEY ,6,2011-08-09 14:57:00,2.89,16053,United Kingdom,17.34,Tuesday,0.0,,2011-08-01
559368,23199,JUMBO BAG APPLES,10,2011-07-08 09:38:00,2.08,17031,United Kingdom,20.8,Friday,0.0,,2011-07-01
540750,22960,JAM MAKING SET WITH JARS,6,2011-01-11 10:26:00,4.25,16351,United Kingdom,25.5,Tuesday,0.0,,2011-01-01
567793,23175,REGENCY MILK JUG PINK ,4,2011-09-22 11:40:00,3.25,12657,France,13.0,Thursday,0.0,,2011-09-01
560444,22090,PAPER BUNTING RETROSPOT,4,2011-07-18 17:15:00,2.95,13764,United Kingdom,11.8,Monday,0.0,,2011-07-01
570215,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-10-09 11:53:00,1.25,16066,United Kingdom,20.0,Sunday,,First entry,2011-10-01
560042,23298,SPOTTY BUNTING,3,2011-07-14 14:46:00,4.95,17068,United Kingdom,14.850000000000001,Thursday,0.0,,2011-07-01
548257,22784,LANTERN CREAM GAZEBO ,12,2011-03-30 10:54:00,4.25,13802,United Kingdom,51.0,Wednesday,-0.7000000000000002,,2011-03-01
561876,21175,GIN AND TONIC DIET METAL SIGN,2,2011-07-31 12:08:00,2.55,14472,United Kingdom,5.1,Sunday,0.0,,2011-07-01
552654,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-05-10 14:20:00,0.83,15756,United Kingdom,0.83,Tuesday,,First entry,2011-05-01
557281,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,2011-06-19 12:23:00,3.75,13632,United Kingdom,3.75,Sunday,,First entry,2011-06-01
571408,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-10-17 12:22:00,2.95,15012,United Kingdom,2.95,Monday,0.0,,2011-10-01
565324,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-09-02 13:18:00,1.45,13232,United Kingdom,1.45,Friday,0.0,,2011-09-01
542213,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2011-01-26 12:15:00,2.1,13837,United Kingdom,2.1,Wednesday,,First entry,2011-01-01
554795,21533,RETROSPOT LARGE MILK JUG,6,2011-05-26 12:46:00,4.95,14210,United Kingdom,29.700000000000003,Thursday,0.0,,2011-05-01
552309,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-05-08 15:22:00,3.75,13835,United Kingdom,15.0,Sunday,0.0,,2011-05-01
576900,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-11-17 08:53:00,2.89,15489,United Kingdom,34.68,Thursday,,First entry,2011-11-01
562437,23546,WRAP PAISLEY PARK ,25,2011-08-04 17:58:00,0.42,13047,United Kingdom,10.5,Thursday,,First entry,2011-08-01
541655,84760S,SMALL HANGING GLASS+ZINC LANTERN,6,2011-01-20 12:04:00,1.45,14779,United Kingdom,8.7,Thursday,,First entry,2011-01-01
541796,22971,QUEENS GUARD COFFEE MUG,12,2011-01-21 13:55:00,2.55,14092,United Kingdom,30.599999999999998,Friday,,First entry,2011-01-01
564144,21386,IVORY HANGING DECORATION  EGG,24,2011-08-23 11:53:00,0.19,13939,United Kingdom,4.5600000000000005,Tuesday,,First entry,2011-08-01
568379,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-09-27 09:05:00,2.55,16626,United Kingdom,15.299999999999999,Tuesday,0.44999999999999973,,2011-09-01
549943,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-04-13 12:09:00,4.25,13544,United Kingdom,4.25,Wednesday,,First entry,2011-04-01
549104,21884,CAKES AND BOWS GIFT  TAPE,12,2011-04-06 11:43:00,0.65,15311,United Kingdom,7.800000000000001,Wednesday,,First entry,2011-04-01
566290,23188,VINTAGE  2 METER FOLDING RULER,1,2011-09-11 15:24:00,1.65,14456,United Kingdom,1.65,Sunday,,First entry,2011-09-01
564656,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-08-26 14:40:00,0.85,14141,United Kingdom,10.2,Friday,,First entry,2011-08-01
543170,22748,POPPY'S PLAYHOUSE KITCHEN,12,2011-02-04 09:03:00,2.1,17334,United Kingdom,25.200000000000003,Friday,,First entry,2011-02-01
557858,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2011-06-23 11:51:00,1.65,14159,United Kingdom,6.6,Thursday,0.0,,2011-06-01
564539,22378,WALL TIDY RETROSPOT ,5,2011-08-25 15:22:00,2.1,12715,Sweden,10.5,Thursday,,First entry,2011-08-01
578045,22917,HERB MARKER ROSEMARY,1,2011-11-22 14:43:00,0.65,17297,United Kingdom,0.65,Tuesday,0.0,,2011-11-01
